word,spelling_status,confidence_score,classification_reason,frequency
देया,incorrect spelling,medium,possible typo of 'दया' (similarity=85.71428571428572),1
सौरी,incorrect spelling,medium,possible typo of 'सारी' (similarity=75.0),1
उनपे,incorrect spelling,medium,possible typo of 'उसने' (similarity=75.0),1
बिगड़ता,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
गिरजा,incorrect spelling,medium,possible typo of 'गिरा' (similarity=88.88888888888889),1
करिएगा,incorrect spelling,medium,possible typo of 'करिए' (similarity=80.0),1
व्यक्तिकत,incorrect spelling,medium,possible typo of 'व्यक्तिगत' (similarity=88.88888888888889),1
समुहाई,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
काफ,incorrect spelling,medium,possible typo of 'काफी' (similarity=85.71428571428572),1
गुजरा,incorrect spelling,medium,possible typo of 'जरा' (similarity=75.0),1
कक्षा,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
उनकें,incorrect spelling,medium,possible typo of 'उनके' (similarity=88.88888888888889),1
यूनिवर्सिटी,incorrect spelling,low,no close match found in vocabulary (best=53.333333333333336),1
फैस्ट,incorrect spelling,medium,possible typo of 'फेस्ट' (similarity=80.0),1
रुचि,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
मेटेस,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
छीन,incorrect spelling,medium,possible typo of 'छी' (similarity=80.0),1
प्रार्थे,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
ठंडा,incorrect spelling,medium,possible typo of 'ठंडी' (similarity=75.0),1
नल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
साबुन,incorrect spelling,medium,possible typo of 'सुन' (similarity=75.0),1
हल्ला,incorrect spelling,medium,possible typo of 'हल्का' (similarity=80.0),1
मचा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जिया,incorrect spelling,medium,possible typo of 'नजरिया' (similarity=80.0),1
सिमट,incorrect spelling,medium,possible typo of 'सिम' (similarity=85.71428571428572),1
सैल्फी,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
संजो,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सहज,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
संजोग,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
केसा,incorrect spelling,medium,possible typo of 'केस' (similarity=85.71428571428572),1
शेड्यू्ल्,incorrect spelling,high,invalid structure: ends with halant,1
सरअ,incorrect spelling,medium,possible typo of 'सर' (similarity=80.0),1
पेप,incorrect spelling,medium,possible typo of 'पेपर' (similarity=85.71428571428572),1
अनुपम,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
बारीकियों,incorrect spelling,low,no close match found in vocabulary (best=62.5),1
बुढ़े,incorrect spelling,medium,possible typo of 'बढ़ते' (similarity=80.0),1
शायरी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
आईडी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
शर्माने,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
एनुअल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ओरगीनाईजर,incorrect spelling,low,no close match found in vocabulary (best=53.333333333333336),1
लाईंट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
डिसिपिलेन,incorrect spelling,medium,possible typo of 'डिसिप्लिन' (similarity=77.77777777777779),1
फिरि,incorrect spelling,medium,possible typo of 'फिर' (similarity=85.71428571428572),1
फुट,incorrect spelling,medium,possible typo of 'फट' (similarity=80.0),1
एन्ड,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
खेली,incorrect spelling,medium,possible typo of 'खेल' (similarity=85.71428571428572),1
फैनफेस्ट,incorrect spelling,medium,possible typo of 'फेस्ट' (similarity=76.92307692307692),1
खींचीं,incorrect spelling,medium,possible typo of 'खींच' (similarity=80.0),1
सुभा,incorrect spelling,medium,possible typo of 'सुना' (similarity=75.0),1
निरस्त्र,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
गोलगप्पे,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
एकबार,incorrect spelling,medium,possible typo of 'बार' (similarity=75.0),1
रिपीट,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
मेस,incorrect spelling,medium,possible typo of 'मे' (similarity=80.0),1
मीठे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
रेस्टोरेंट्स,incorrect spelling,low,no close match found in vocabulary (best=70.0),1
फूट्स,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
मूवमेंट्स,incorrect spelling,low,no close match found in vocabulary (best=70.58823529411764),1
ट्रीट्स,incorrect spelling,medium,possible typo of 'ट्रीट' (similarity=83.33333333333334),1
लू,incorrect spelling,medium,possible typo of 'लूं' (similarity=80.0),1
यंहा,incorrect spelling,medium,possible typo of 'यहा' (similarity=85.71428571428572),1
ममा,incorrect spelling,medium,possible typo of 'मामा' (similarity=85.71428571428572),1
बेलते,incorrect spelling,medium,possible typo of 'बोलते' (similarity=80.0),1
पकाने,incorrect spelling,medium,possible typo of 'कान' (similarity=75.0),1
सेप,incorrect spelling,medium,possible typo of 'से' (similarity=80.0),1
बेल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ग्लास,incorrect spelling,medium,possible typo of 'क्लास' (similarity=80.0),1
कटता,incorrect spelling,medium,possible typo of 'सकता' (similarity=75.0),1
चिपका,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
घाटने,incorrect spelling,medium,possible typo of 'घाट' (similarity=75.0),1
गाढ़ा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पकाया,incorrect spelling,medium,possible typo of 'पाया' (similarity=88.88888888888889),1
धीमी,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
आंच,incorrect spelling,medium,possible typo of 'आं' (similarity=80.0),1
पकने,incorrect spelling,medium,possible typo of 'आपने' (similarity=75.0),1
उत्तपम,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
उम्ह,incorrect spelling,medium,possible typo of 'उम्म' (similarity=75.0),1
अपोजिट,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
कनेक्टिव,incorrect spelling,medium,possible typo of 'कनेक्ट' (similarity=85.71428571428572),1
कोर्स,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
क्या।,incorrect spelling,medium,possible typo of 'क्या' (similarity=88.88888888888889),1
बीटेक,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
एटटी,incorrect spelling,medium,possible typo of 'टीटी' (similarity=75.0),1
एटेंडेंस,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
मेन्टेन,incorrect spelling,medium,possible typo of 'मेंनटेन' (similarity=85.71428571428572),1
एंजॉयमेंट,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
स्पेंड,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
जिऊं,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मिजाज,incorrect spelling,medium,possible typo of 'मजा' (similarity=75.0),1
साइकोलॉजी,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
मूवमेंटस,incorrect spelling,low,no close match found in vocabulary (best=62.5),1
मिठाईयां,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
डीनर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
बेसन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
तील,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
आइसक्रीम,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
खरीदने,incorrect spelling,medium,possible typo of 'खरीद' (similarity=80.0),1
मोमेंट,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
बेकरीया,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
केक्स,incorrect spelling,medium,possible typo of 'केस' (similarity=75.0),1
पेस्ट्रीज,incorrect spelling,low,no close match found in vocabulary (best=73.6842105263158),1
बिग,incorrect spelling,medium,possible typo of 'बि' (similarity=80.0),1
अवेलेवल,incorrect spelling,medium,possible typo of 'अवेलेबल' (similarity=85.71428571428572),1
मोमोज,incorrect spelling,medium,possible typo of 'मोज' (similarity=75.0),1
अवेलिबल,incorrect spelling,medium,possible typo of 'अवेलेबल' (similarity=85.71428571428572),1
देखोगे,incorrect spelling,medium,possible typo of 'दोगे' (similarity=80.0),1
लौटकर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सुया,incorrect spelling,medium,possible typo of 'सुना' (similarity=75.0),1
चुनौतियाँ,incorrect spelling,medium,possible typo of 'चुनौतियां' (similarity=88.88888888888889),1
पग,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
चुनौतीया,incorrect spelling,medium,possible typo of 'चुनौती' (similarity=85.71428571428572),1
देहली,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मैम।,incorrect spelling,medium,possible typo of 'मैम' (similarity=85.71428571428572),1
डटे,incorrect spelling,medium,possible typo of 'डे' (similarity=80.0),1
निंद,incorrect spelling,medium,possible typo of 'नींद' (similarity=75.0),1
मास्टर,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
वॉलेज,incorrect spelling,medium,possible typo of 'कॉलेज' (similarity=80.0),1
चुनोती,incorrect spelling,medium,possible typo of 'चुनौती' (similarity=83.33333333333334),1
हूहू,incorrect spelling,medium,possible typo of 'हूह' (similarity=85.71428571428572),1
कंप्रोमाइज,incorrect spelling,low,no close match found in vocabulary (best=63.1578947368421),1
टस्क,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
टैंशन,incorrect spelling,medium,possible typo of 'टेंशन' (similarity=80.0),1
एनवायरमेंट,incorrect spelling,low,no close match found in vocabulary (best=63.1578947368421),1
रखके,incorrect spelling,medium,possible typo of 'रखे' (similarity=85.71428571428572),1
जैसि,incorrect spelling,medium,possible typo of 'जैसा' (similarity=75.0),1
नापसंद,incorrect spelling,medium,possible typo of 'पसंद' (similarity=80.0),1
सरकर,incorrect spelling,medium,possible typo of 'सरकार' (similarity=88.88888888888889),1
खला,incorrect spelling,medium,possible typo of 'खिला' (similarity=85.71428571428572),1
।पता,incorrect spelling,medium,possible typo of 'पता' (similarity=85.71428571428572),1
अवार्यमेंट,incorrect spelling,low,no close match found in vocabulary (best=73.6842105263158),1
घुल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सरक,incorrect spelling,medium,possible typo of 'सक' (similarity=80.0),1
बिता,incorrect spelling,medium,possible typo of 'बता' (similarity=85.71428571428572),1
फिरे,incorrect spelling,medium,possible typo of 'फिरने' (similarity=88.88888888888889),1
ग्रहण,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
मुक्षेत,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
जीने,incorrect spelling,medium,possible typo of 'जाने' (similarity=75.0),1
अधिकार,incorrect spelling,medium,possible typo of 'अधिकतर' (similarity=83.33333333333334),1
वॉलेंटियर,incorrect spelling,low,no close match found in vocabulary (best=62.5),1
अवश्य,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्रबंध,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
अमाउंट,incorrect spelling,medium,possible typo of 'अकाउंट' (similarity=83.33333333333334),1
प्रोवाइड,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कड़ी,incorrect spelling,medium,possible typo of 'लकड़ी' (similarity=88.88888888888889),1
प्रेरना,incorrect spelling,medium,possible typo of 'प्रेरणा' (similarity=85.71428571428572),1
पर्याप्त,incorrect spelling,medium,possible typo of 'प्राप्त' (similarity=80.0),1
करें।,incorrect spelling,medium,possible typo of 'करें' (similarity=88.88888888888889),1
ख़रीद,incorrect spelling,medium,possible typo of 'खरीद' (similarity=88.88888888888889),1
सिखना,incorrect spelling,medium,possible typo of 'सिखा' (similarity=88.88888888888889),1
संसाधन,incorrect spelling,medium,possible typo of 'साधन' (similarity=80.0),1
ग्रूप्स,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
हाली,incorrect spelling,medium,possible typo of 'हाल' (similarity=85.71428571428572),1
भावी,incorrect spelling,medium,possible typo of 'भाव' (similarity=85.71428571428572),1
जनरेशन्स,incorrect spelling,medium,possible typo of 'जनरेशन' (similarity=85.71428571428572),1
आपम,incorrect spelling,medium,possible typo of 'आप' (similarity=80.0),1
आवास,incorrect spelling,medium,possible typo of 'आवाज' (similarity=75.0),1
सकें।,incorrect spelling,medium,possible typo of 'सकें' (similarity=88.88888888888889),1
हैं।आज,incorrect spelling,medium,possible typo of 'हैं।' (similarity=80.0),1
प्रदूषण,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
शार्क,incorrect spelling,medium,possible typo of 'पार्क' (similarity=80.0),1
इनोवेशन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मांगना,incorrect spelling,medium,possible typo of 'मांग' (similarity=80.0),1
धक्के,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्रतिभा,incorrect spelling,medium,possible typo of 'प्रति' (similarity=83.33333333333334),1
हमें।,incorrect spelling,medium,possible typo of 'हमें' (similarity=88.88888888888889),1
मानसिकताओं,incorrect spelling,medium,possible typo of 'मानसिक' (similarity=75.0),1
परिवर्तित,incorrect spelling,medium,possible typo of 'परिवर्तन' (similarity=82.35294117647058),1
प्रचार,incorrect spelling,medium,possible typo of 'प्रकार' (similarity=83.33333333333334),1
दरिया,incorrect spelling,medium,possible typo of 'दिया' (similarity=88.88888888888889),1
ऑलमाइटी,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
कर्म,incorrect spelling,medium,possible typo of 'रश्म' (similarity=75.0),1
रिकॉर्ड,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ओहना,incorrect spelling,medium,possible typo of 'होना' (similarity=75.0),1
स्क्रीनशॉट,incorrect spelling,medium,possible typo of 'स्क्रीन' (similarity=82.35294117647058),1
डालते,incorrect spelling,medium,possible typo of 'डालता' (similarity=80.0),1
फाउंडेशन,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
अज,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
परोस,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
फेकना,incorrect spelling,medium,possible typo of 'फेक' (similarity=75.0),1
संस्था,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
एजेंयूइस,incorrect spelling,low,no close match found in vocabulary (best=50.0),1
हैंहम्म।,incorrect spelling,medium,possible typo of 'हम्म।' (similarity=76.92307692307692),1
कम्पलीट,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
वॉलिंटियर,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
वॉलंटियर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सक्षम,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
साल्व,incorrect spelling,medium,possible typo of 'सॉल्व' (similarity=80.0),1
चेरिटि,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
अमांट,incorrect spelling,medium,possible typo of 'मां' (similarity=75.0),1
वादी,incorrect spelling,medium,possible typo of 'वाली' (similarity=75.0),1
लगाएंगे,incorrect spelling,medium,possible typo of 'पाएंगे' (similarity=76.92307692307692),1
हासिल,incorrect spelling,medium,possible typo of 'हाल' (similarity=75.0),1
एरन,incorrect spelling,medium,possible typo of 'रन' (similarity=80.0),1
हुनर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
उससे।,incorrect spelling,medium,possible typo of 'उससे' (similarity=88.88888888888889),1
सेवाकार्य,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
करेइससे,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
प्लांट्स,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मैटेरियल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जीऔर,incorrect spelling,medium,possible typo of 'जीरो' (similarity=75.0),1
काबिल,incorrect spelling,medium,possible typo of 'काल' (similarity=75.0),1
एंबुलेंस,incorrect spelling,medium,possible typo of 'एम्बुलेंस' (similarity=82.35294117647058),1
डरते,incorrect spelling,medium,possible typo of 'करते' (similarity=75.0),1
प्र,incorrect spelling,medium,possible typo of 'पर' (similarity=80.0),1
हेल,incorrect spelling,medium,possible typo of 'हेलो' (similarity=85.71428571428572),1
बीना,incorrect spelling,medium,possible typo of 'बना' (similarity=85.71428571428572),1
कीजीये,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
सिजन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
शर्त,incorrect spelling,medium,possible typo of 'शर्ट' (similarity=75.0),1
उपलब्ध,incorrect spelling,low,no close match found in vocabulary (best=50.0),1
मस्जिदों,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
बड,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सेलिब्रेशन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सत,incorrect spelling,medium,possible typo of 'सात' (similarity=80.0),1
नमस्ता,incorrect spelling,medium,possible typo of 'मस्त' (similarity=80.0),1
रखें,incorrect spelling,medium,possible typo of 'रखे' (similarity=85.71428571428572),1
आबाज,incorrect spelling,medium,possible typo of 'आवाज' (similarity=75.0),1
तम्मे,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कृपया,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
थाकि,incorrect spelling,medium,possible typo of 'ताकि' (similarity=75.0),1
रखिएगा,incorrect spelling,medium,possible typo of 'रखिए' (similarity=80.0),1
रखियेगा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
इरर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कॉम्पिटिव,incorrect spelling,medium,possible typo of 'कॉम्पिटिशन' (similarity=84.21052631578947),1
योग,incorrect spelling,medium,possible typo of 'योगा' (similarity=85.71428571428572),1
मस्तीक़,incorrect spelling,medium,possible typo of 'मस्ती' (similarity=83.33333333333334),1
देनिक,incorrect spelling,medium,possible typo of 'दैनिक' (similarity=80.0),1
नहाना,incorrect spelling,medium,possible typo of 'बनाना' (similarity=80.0),1
धोना,incorrect spelling,medium,possible typo of 'धोखा' (similarity=75.0),1
बहलाने,incorrect spelling,medium,possible typo of 'लाने' (similarity=80.0),1
घुम,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
गलता,incorrect spelling,medium,possible typo of 'लता' (similarity=85.71428571428572),1
प्रेसिडेट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
खुदी,incorrect spelling,medium,possible typo of 'खुद' (similarity=85.71428571428572),1
दर्म,incorrect spelling,medium,possible typo of 'दर्द' (similarity=75.0),1
बनताहै,incorrect spelling,medium,possible typo of 'बनता' (similarity=80.0),1
कोईकोई,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जागता,incorrect spelling,medium,possible typo of 'जाता' (similarity=88.88888888888889),1
वेब,incorrect spelling,medium,possible typo of 'वे' (similarity=80.0),1
लचीला,incorrect spelling,medium,possible typo of 'चला' (similarity=75.0),1
पन,incorrect spelling,medium,possible typo of 'पहन' (similarity=80.0),1
अस्त,incorrect spelling,medium,possible typo of 'स्तर' (similarity=75.0),1
भलाई,incorrect spelling,medium,possible typo of 'भला' (similarity=85.71428571428572),1
अपनाई,incorrect spelling,medium,possible typo of 'अपना' (similarity=88.88888888888889),1
मुबाईल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
लाभदायक,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
बदलेंगे,incorrect spelling,medium,possible typo of 'बोलेंगे' (similarity=85.71428571428572),1
जगना,incorrect spelling,medium,possible typo of 'गाना' (similarity=75.0),1
हानिकारक,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जगने,incorrect spelling,medium,possible typo of 'लगने' (similarity=75.0),1
कार्यों,incorrect spelling,medium,possible typo of 'कार्य' (similarity=83.33333333333334),1
भेटोट,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
बदलाब,incorrect spelling,medium,possible typo of 'बदलना' (similarity=80.0),1
इग्ज़ैम,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
कॉम्पटेटिव,incorrect spelling,low,no close match found in vocabulary (best=70.0),1
एग्जाम्स,incorrect spelling,medium,possible typo of 'एग्जाम' (similarity=85.71428571428572),1
वयस्क,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सुव्यवस्थित,incorrect spelling,low,no close match found in vocabulary (best=73.6842105263158),1
आएंगे।,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ब्रेश,incorrect spelling,medium,possible typo of 'फ्रेश' (similarity=80.0),1
नहाता,incorrect spelling,medium,possible typo of 'बनाता' (similarity=80.0),1
डबल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
अटैंड,incorrect spelling,medium,possible typo of 'अटेंड' (similarity=80.0),1
लगाता,incorrect spelling,medium,possible typo of 'लगता' (similarity=88.88888888888889),1
सब्जीवब्जी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
जानी,incorrect spelling,medium,possible typo of 'जानती' (similarity=88.88888888888889),1
वना,incorrect spelling,medium,possible typo of 'वाना' (similarity=85.71428571428572),1
पीकर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
बेठ,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
उत्पादक,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
शुद्ध,incorrect spelling,low,no close match found in vocabulary (best=50.0),1
ऑक्सीजन,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
आवरण,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
हलका,incorrect spelling,medium,possible typo of 'हल्का' (similarity=88.88888888888889),1
पीलिया,incorrect spelling,medium,possible typo of 'पिया' (similarity=80.0),1
उजाले,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सूज,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ऑंख,incorrect spelling,low,no close match found in vocabulary (best=50.0),1
एक्जाम,incorrect spelling,medium,possible typo of 'एग्जाम' (similarity=83.33333333333334),1
साधारण,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
आपाधापी,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
स्थिर,incorrect spelling,medium,possible typo of 'सिर' (similarity=75.0),1
पीओ,incorrect spelling,medium,possible typo of 'पी' (similarity=80.0),1
माइंडसेट,incorrect spelling,medium,possible typo of 'माइंड' (similarity=76.92307692307692),1
टाइम्स,incorrect spelling,medium,possible typo of 'टाइम' (similarity=80.0),1
सोता,incorrect spelling,medium,possible typo of 'सोचता' (similarity=88.88888888888889),1
स्किन,incorrect spelling,medium,possible typo of 'स्किल' (similarity=80.0),1
आलतु,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
फालतु,incorrect spelling,medium,possible typo of 'फालतू' (similarity=80.0),1
रहाँ,incorrect spelling,medium,possible typo of 'हाँ' (similarity=85.71428571428572),1
फस्ट,incorrect spelling,medium,possible typo of 'फेस्ट' (similarity=88.88888888888889),1
नही।,incorrect spelling,medium,possible typo of 'नहीं।' (similarity=88.88888888888889),1
उसपर,incorrect spelling,medium,possible typo of 'उपर' (similarity=85.71428571428572),1
मॉडिफाई,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
टिप,incorrect spelling,medium,possible typo of 'ट्रिप' (similarity=75.0),1
स्ट्रॉन्ग,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
निर्भर,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
सेक्रीफियस,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
माक्स,incorrect spelling,medium,possible typo of 'मैक्स' (similarity=80.0),1
जुडा,incorrect spelling,medium,possible typo of 'जुड़ा' (similarity=88.88888888888889),1
कीतने,incorrect spelling,medium,possible typo of 'कितने' (similarity=80.0),1
खुद्को,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
वैज्ञानिक,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
सादगी,incorrect spelling,medium,possible typo of 'सादी' (similarity=88.88888888888889),1
हैकरना,incorrect spelling,medium,possible typo of 'हैना' (similarity=80.0),1
हैइसलिए,incorrect spelling,medium,possible typo of 'इसलिए' (similarity=83.33333333333334),1
लि,incorrect spelling,medium,possible typo of 'लिख' (similarity=80.0),1
घमंड,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
सबेरा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
वेसे,incorrect spelling,medium,possible typo of 'वैसे' (similarity=75.0),1
परियास,incorrect spelling,medium,possible typo of 'प्रयास' (similarity=83.33333333333334),1
रखु,incorrect spelling,medium,possible typo of 'रख' (similarity=80.0),1
मुश्किलें,incorrect spelling,medium,possible typo of 'मुश्किल' (similarity=87.5),1
अव,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
नोवल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
हअ,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
स्पीकर,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
सफलताएं,incorrect spelling,medium,possible typo of 'सफलता' (similarity=83.33333333333334),1
असफलताएं,incorrect spelling,medium,possible typo of 'असफलता' (similarity=85.71428571428572),1
सीखोगे।,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
चलेगी,incorrect spelling,medium,possible typo of 'चलेगा' (similarity=80.0),1
दर्शक,incorrect spelling,medium,possible typo of 'दर्शन' (similarity=80.0),1
आजीवन,incorrect spelling,medium,possible typo of 'जीवन' (similarity=88.88888888888889),1
भ्रम,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
रॉल,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
करो।,incorrect spelling,medium,possible typo of 'करो' (similarity=85.71428571428572),1
निष्कर्ष,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
कठीन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्रॉब्लम्स,incorrect spelling,medium,possible typo of 'प्रॉब्लम' (similarity=88.88888888888889),1
डिसिजन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मार्क,incorrect spelling,medium,possible typo of 'मार्केट' (similarity=83.33333333333334),1
डाटा,incorrect spelling,medium,possible typo of 'डांट' (similarity=75.0),1
तूने,incorrect spelling,medium,possible typo of 'इतने' (similarity=75.0),1
नीद,incorrect spelling,medium,possible typo of 'नींद' (similarity=85.71428571428572),1
स्ट्रागल,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
पास्ट,incorrect spelling,medium,possible typo of 'पोस्ट' (similarity=80.0),1
फसे,incorrect spelling,medium,possible typo of 'से' (similarity=80.0),1
मुझमें,incorrect spelling,medium,possible typo of 'मुझे' (similarity=80.0),1
आगया,incorrect spelling,medium,possible typo of 'गया' (similarity=85.71428571428572),1
।गया,incorrect spelling,medium,possible typo of 'गया' (similarity=85.71428571428572),1
बिशेषअ,incorrect spelling,low,no close match found in vocabulary (best=54.54545454545454),1
विशेष,incorrect spelling,medium,possible typo of 'विष' (similarity=75.0),1
अपनाने,incorrect spelling,medium,possible typo of 'अपनाना' (similarity=83.33333333333334),1
