word,label,confidence,reason,frequency
नेटफ्लिक्स,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ओटीटी,incorrect,medium,possible typo of 'टीटी' (similarity=88.88888888888889),1
यूटूब,incorrect,medium,possible typo of 'यूट्यूब' (similarity=83.33333333333334),1
बोरियत,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
गेम्स,correct,high,found in reference vocabulary,7
वगैर,incorrect,medium,possible typo of 'वगैरह' (similarity=88.88888888888889),1
खिलने,correct,medium,close match to 'खिलौने' (similarity=90.9090909090909),1
इंट्रेस्ट,correct,medium,medium frequency in dataset (n=2),2
नयीनयी,incorrect,low,no close match found in vocabulary (best=60.0),1
मैंन,incorrect,medium,possible typo of 'मैंने' (similarity=88.88888888888889),1
मशीनो,incorrect,medium,possible typo of 'मशीन' (similarity=88.88888888888889),1
फटाफट,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
गवर्नमेंट,correct,high,found in reference vocabulary,10
सालों,correct,high,found in reference vocabulary,8
तकनीकी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जाय,incorrect,medium,possible typo of 'जाया' (similarity=85.71428571428572),1
ओबियसली,correct,medium,medium frequency in dataset (n=2),2
गैजट,correct,medium,medium frequency in dataset (n=2),2
रखाव,correct,medium,medium frequency in dataset (n=2),2
लैपटॉप्स,incorrect,medium,possible typo of 'लैपटॉप' (similarity=85.71428571428572),1
मशीन,correct,high,found in reference vocabulary,3
मेंटेन,correct,high,found in reference vocabulary,4
दूँ,incorrect,medium,possible typo of 'दूँगा' (similarity=75.0),1
एवरेज,incorrect,medium,possible typo of 'एवर' (similarity=75.0),1
लगातार,correct,medium,medium frequency in dataset (n=2),2
देक,incorrect,medium,possible typo of 'देके' (similarity=85.71428571428572),1
समभाल,correct,medium,medium frequency in dataset (n=2),2
रखती,correct,high,found in reference vocabulary,4
चौथा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चालता,incorrect,medium,possible typo of 'चलता' (similarity=88.88888888888889),1
गैसेट,incorrect,medium,possible typo of 'गैजेट' (similarity=80.0),1
इनफॉरमेशन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
समाप्त,correct,high,found in reference vocabulary,3
किलियर,correct,medium,medium frequency in dataset (n=2),2
पड़ोसियों,correct,high,found in reference vocabulary,3
परफैक्ट,incorrect,medium,possible typo of 'प्रैक्टिस' (similarity=75.0),1
अगलबगल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पड़ोसीगण,incorrect,medium,possible typo of 'पड़ोस' (similarity=76.92307692307692),1
फला,incorrect,medium,possible typo of 'फैला' (similarity=85.71428571428572),1
रिश्ता,correct,medium,medium frequency in dataset (n=2),2
पाएं,correct,high,found in reference vocabulary,3
भविष्य,correct,high,found in reference vocabulary,11
चिन्नी,correct,medium,medium frequency in dataset (n=2),2
चीनी,correct,high,found in reference vocabulary,3
दुकानों,incorrect,medium,possible typo of 'दुकान' (similarity=83.33333333333334),1
पार्कों,incorrect,medium,possible typo of 'पार्क' (similarity=83.33333333333334),1
कैफे,incorrect,medium,possible typo of 'कैसे' (similarity=75.0),1
गन,incorrect,medium,possible typo of 'गुन' (similarity=80.0),1
इसके।,incorrect,medium,possible typo of 'इसके' (similarity=88.88888888888889),1
इकठ्ठा,incorrect,medium,possible typo of 'इकट्ठा' (similarity=83.33333333333334),1
आखिकार,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
उत्त,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बेड,correct,medium,medium frequency in dataset (n=2),2
एडजेस्ट,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
किचन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
डब्बा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चूल्हे,incorrect,medium,possible typo of 'दूल्हे' (similarity=83.33333333333334),1
मकान,correct,medium,medium frequency in dataset (n=2),2
गृह,correct,medium,medium frequency in dataset (n=2),2
प्रवेश,incorrect,medium,possible typo of 'प्रेशर' (similarity=83.33333333333334),1
कराना,incorrect,medium,possible typo of 'करना' (similarity=88.88888888888889),1
रीति,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
तमाम,incorrect,medium,possible typo of 'मामा' (similarity=75.0),1
मेहमान,correct,high,found in reference vocabulary,4
निमंत्रण,correct,medium,medium frequency in dataset (n=2),2
बुलाना,incorrect,medium,possible typo of 'बुला' (similarity=80.0),1
प्रवेस,incorrect,medium,possible typo of 'प्रेसर' (similarity=83.33333333333334),1
खिलाना,correct,high,found in reference vocabulary,3
देखिये,correct,high,found in reference vocabulary,3
सिफ्ट,incorrect,medium,possible typo of 'शिफ्ट' (similarity=80.0),1
ताजा,correct,high,found in reference vocabulary,8
पढो,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मित्र,correct,high,found in reference vocabulary,5
गण,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
मौहल्ला,correct,medium,medium frequency in dataset (n=2),2
अलविदा,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
ऑथर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
झगड़ा,correct,high,found in reference vocabulary,5
किराया,correct,medium,medium frequency in dataset (n=2),2
मल्टीप्ल,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
शिफ्ट,correct,high,found in reference vocabulary,3
श्रीमान,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
परफेक्ट,incorrect,medium,possible typo of 'प्रोजेक्ट' (similarity=75.0),1
जरूरतों,incorrect,medium,possible typo of 'जरूरत' (similarity=83.33333333333334),1
आएंगे,correct,medium,medium frequency in dataset (n=2),2
अकेला,correct,medium,medium frequency in dataset (n=2),2
पड़ी,correct,high,found in reference vocabulary,10
अकेले,correct,high,found in reference vocabulary,15
ऊबन,incorrect,medium,possible typo of 'बन' (similarity=80.0),1
आप्शन,incorrect,medium,possible typo of 'ऑप्शन' (similarity=80.0),1
गृहप्रवेश,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बहाने,incorrect,medium,possible typo of 'बनाने' (similarity=80.0),1
चित,correct,high,found in reference vocabulary,3
अवसर,correct,high,found in reference vocabulary,4
जुरूरी,correct,medium,close match to 'जरूरी' (similarity=90.9090909090909),1
प्रेजेंट,incorrect,medium,possible typo of 'प्रेजेंटेशन' (similarity=84.21052631578947),1
महुले,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
शिफ़्ट,correct,medium,close match to 'शिफ्ट' (similarity=90.9090909090909),1
महीने,correct,high,found in reference vocabulary,8
हैंआपस,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
मेल,incorrect,medium,possible typo of 'ईमेल' (similarity=85.71428571428572),1
मिलाप,incorrect,medium,possible typo of 'मिला' (similarity=88.88888888888889),1
हैकिसी,incorrect,medium,possible typo of 'किसी' (similarity=80.0),1
रुकने,correct,high,found in reference vocabulary,5
रहेगी,correct,high,found in reference vocabulary,4
खानापीना,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बनाएगा,incorrect,medium,possible typo of 'बनाए' (similarity=80.0),1
खेल,correct,high,found in reference vocabulary,44
मिलेगे,correct,medium,close match to 'मिलेंगे' (similarity=92.3076923076923),1
पाएगे,correct,medium,close match to 'पाएंगे' (similarity=90.9090909090909),1
सजेशी,incorrect,low,no close match found in vocabulary (best=60.0),1
मोहले,incorrect,medium,possible typo of 'मोहल्ले' (similarity=83.33333333333334),1
सुविधाएं,correct,high,found in reference vocabulary,3
महत्वपूर्ण,correct,medium,medium frequency in dataset (n=2),2
अस्पताल,correct,medium,medium frequency in dataset (n=2),2
मेडीकल,incorrect,medium,possible typo of 'मेडिकल' (similarity=83.33333333333334),1
किसको,correct,high,found in reference vocabulary,3
सपनों,correct,high,found in reference vocabulary,3
फर्म,incorrect,medium,possible typo of 'रश्म' (similarity=75.0),1
क्रिकेट,correct,high,found in reference vocabulary,31
लाइव,correct,high,found in reference vocabulary,5
कॉन्सर्ट,correct,medium,medium frequency in dataset (n=2),2
ऑलमोस्ट,correct,medium,medium frequency in dataset (n=2),2
इंटरेस्ट,correct,high,found in reference vocabulary,10
प्रायोरिटीज,incorrect,low,no close match found in vocabulary (best=58.82352941176471),1
वर्ल्ड,correct,high,found in reference vocabulary,3
ओलंपिक,correct,high,found in reference vocabulary,5
विश्वकप,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
कार्यक्रमों,correct,medium,close match to 'कार्यक्रम' (similarity=90.0),1
संगीत,correct,high,found in reference vocabulary,5
महोत्सव,correct,high,found in reference vocabulary,4
जाहिर,correct,high,found in reference vocabulary,4
करना।,incorrect,medium,possible typo of 'करना' (similarity=88.88888888888889),1
संस्कृत,correct,medium,medium frequency in dataset (n=2),2
साहित्यक,correct,medium,close match to 'साहित्यिक' (similarity=94.11764705882352),1
उठाए,correct,high,found in reference vocabulary,4
कार्यक्रम,correct,high,found in reference vocabulary,4
आयोजन,incorrect,medium,possible typo of 'योजना' (similarity=80.0),1
पेशेंस,correct,medium,medium frequency in dataset (n=2),2
हैऔर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कॉनसर्ट,incorrect,medium,possible typo of 'कंसर्ट' (similarity=76.92307692307692),1
कभी।,incorrect,medium,possible typo of 'कभी' (similarity=85.71428571428572),1
कॉनसेट,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
नेशनल,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
सन,incorrect,medium,possible typo of 'सुन' (similarity=80.0),1
ऐसा।,incorrect,medium,possible typo of 'ऐसा' (similarity=85.71428571428572),1
साहित्यिक,correct,high,found in reference vocabulary,3
फिल्ड,correct,high,found in reference vocabulary,8
कंपलसरी,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
कंपल्सरी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
एक्चुअल,correct,high,found in reference vocabulary,3
निकलना,correct,high,found in reference vocabulary,7
प्रोग्राम्स,correct,medium,close match to 'प्रोग्राम' (similarity=90.0),1
इतना।,incorrect,medium,possible typo of 'इतना' (similarity=88.88888888888889),1
पैटर्न,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ड्रेसिंग्स,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
टिकट,correct,medium,medium frequency in dataset (n=2),2
कलेक्ट,correct,medium,medium frequency in dataset (n=2),2
रोकता,incorrect,medium,possible typo of 'रोक' (similarity=75.0),1
इंवेस्ट,incorrect,medium,possible typo of 'वेस्ट' (similarity=83.33333333333334),1
करू,correct,high,found in reference vocabulary,5
वर्किंग,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
रिसेंटली,correct,high,found in reference vocabulary,3
कूछ,correct,medium,medium frequency in dataset (n=2),2
हहाहाहा,incorrect,low,no close match found in vocabulary (best=50.0),1
चलिये।,incorrect,medium,possible typo of 'लिये' (similarity=80.0),1
मच,incorrect,medium,possible typo of 'मैच' (similarity=80.0),1
खैर,correct,high,found in reference vocabulary,6
विदेश,correct,medium,medium frequency in dataset (n=2),2
देखूं,incorrect,medium,possible typo of 'देखें' (similarity=80.0),1
वर्ल्डकप,incorrect,medium,possible typo of 'वर्ल्ड' (similarity=85.71428571428572),1
पाकिस्तान,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कब।,incorrect,medium,possible typo of 'कब' (similarity=80.0),1
एचएम,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कंसर्ट,correct,high,found in reference vocabulary,5
उसमे,correct,high,found in reference vocabulary,12
लेट,correct,high,found in reference vocabulary,21
नाइट,correct,medium,medium frequency in dataset (n=2),2
सव,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
एल्बम,incorrect,low,no close match found in vocabulary (best=60.0),1
एंकर,incorrect,medium,possible typo of 'शंकर' (similarity=75.0),1
ओर्गनाइज,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
प्रिया,incorrect,medium,possible typo of 'प्रयास' (similarity=83.33333333333334),1
मलिक,correct,medium,medium frequency in dataset (n=2),2
सिंगार,correct,medium,close match to 'सिंगर' (similarity=90.9090909090909),1
उत्सवों,incorrect,medium,possible typo of 'उत्सव' (similarity=83.33333333333334),1
पोयम,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
पाठ,correct,medium,medium frequency in dataset (n=2),2
मोटे,incorrect,medium,possible typo of 'मोटा' (similarity=75.0),1
धार्मिक,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
प्रोग्रामिंग,incorrect,medium,possible typo of 'प्रोग्राम' (similarity=85.71428571428572),1
उठाना,incorrect,medium,possible typo of 'उठना' (similarity=88.88888888888889),1
दिवाली,correct,medium,medium frequency in dataset (n=2),2
डैडी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
फ़टाखे,incorrect,low,no close match found in vocabulary (best=54.54545454545454),1
जोश,correct,high,found in reference vocabulary,3
पटाखें,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
इक,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
लीडर,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पंति,incorrect,medium,possible typo of 'पंक्ति' (similarity=80.0),1
शॉप,correct,high,found in reference vocabulary,5
रुपये,incorrect,medium,possible typo of 'रूपये' (similarity=80.0),1
पटाखे,correct,medium,medium frequency in dataset (n=2),2
अठारह,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पटाके,correct,high,found in reference vocabulary,4
मिलके,correct,high,found in reference vocabulary,6
एक्साइट,incorrect,medium,possible typo of 'एक्साइटेड' (similarity=87.5),1
जलाते,incorrect,medium,possible typo of 'जाते' (similarity=88.88888888888889),1
जलेगा,correct,medium,medium frequency in dataset (n=2),2
पटाखों,incorrect,low,no close match found in vocabulary (best=60.0),1
जलाने,correct,medium,medium frequency in dataset (n=2),2
फटता,correct,medium,medium frequency in dataset (n=2),2
कहें,correct,medium,medium frequency in dataset (n=2),2
फोड़े,correct,medium,medium frequency in dataset (n=2),2
ख,correct,medium,single character,1
मिडिल,correct,medium,medium frequency in dataset (n=2),2
खिलोने,correct,high,found in reference vocabulary,3
बॉक्स,correct,medium,medium frequency in dataset (n=2),2
खेले,correct,high,found in reference vocabulary,10
फुरसत,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
फैलेंगे,incorrect,medium,possible typo of 'लेंगे' (similarity=83.33333333333334),1
छोड़कर,correct,high,found in reference vocabulary,3
लाड़,incorrect,medium,possible typo of 'ताड़' (similarity=75.0),1
पला,incorrect,medium,possible typo of 'पीला' (similarity=85.71428571428572),1
त्योंहार,correct,medium,close match to 'त्योहार' (similarity=93.33333333333333),1
उत्साह,correct,high,found in reference vocabulary,5
साथ।,correct,medium,medium frequency in dataset (n=2),2
लाखों,correct,medium,medium frequency in dataset (n=2),2
रूपए,correct,high,found in reference vocabulary,3
गोलियां,incorrect,medium,possible typo of 'गलतियां' (similarity=85.71428571428572),1
आतीं,incorrect,medium,possible typo of 'आती' (similarity=85.71428571428572),1
फैवरेट,incorrect,medium,possible typo of 'फेवरेट' (similarity=83.33333333333334),1
हूम,correct,high,found in reference vocabulary,5
छट,correct,medium,medium frequency in dataset (n=2),2
स्टार्टिंग,correct,high,found in reference vocabulary,6
म्,incorrect,high,invalid structure: ends with halant,1
मुझको,correct,high,found in reference vocabulary,3
बताऊंगी,incorrect,medium,possible typo of 'बताऊं' (similarity=83.33333333333334),1
हूंह,correct,medium,medium frequency in dataset (n=2),2
जलता,incorrect,medium,possible typo of 'लता' (similarity=85.71428571428572),1
ह्म्,correct,high,found in reference vocabulary,3
नवरात्रि,correct,high,found in reference vocabulary,3
वेला,incorrect,medium,possible typo of 'मेला' (similarity=75.0),1
नोर,incorrect,medium,possible typo of 'नो' (similarity=80.0),1
दूरबीन,correct,medium,medium frequency in dataset (n=2),2
बंदूक,incorrect,medium,possible typo of 'बंद' (similarity=75.0),1
खिलौने,correct,high,found in reference vocabulary,6
ठो,correct,medium,medium frequency in dataset (n=2),2
निकालती,correct,medium,medium frequency in dataset (n=2),2
सम्भाल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ट्यूशन,correct,medium,medium frequency in dataset (n=2),2
बुआ,correct,medium,medium frequency in dataset (n=2),2
पले,correct,medium,medium frequency in dataset (n=2),2
बढ़े,incorrect,medium,possible typo of 'बढ़ते' (similarity=88.88888888888889),1
लाए,correct,high,found in reference vocabulary,3
फोड़,incorrect,medium,possible typo of 'मोड़' (similarity=75.0),1
खिलौना,incorrect,medium,possible typo of 'खिलाना' (similarity=83.33333333333334),1
ताल,incorrect,medium,possible typo of 'ता' (similarity=80.0),1
बढे,incorrect,medium,possible typo of 'बढ़ते' (similarity=75.0),1
जोन,correct,medium,medium frequency in dataset (n=2),2
तोड़फोड़,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
खेलेंगे,incorrect,medium,possible typo of 'लेंगे' (similarity=83.33333333333334),1
एक्साइटमेंट,incorrect,medium,possible typo of 'एक्साइटेड' (similarity=80.0),1
मजे,correct,high,found in reference vocabulary,3
पढ़ो,incorrect,medium,possible typo of 'पढ़' (similarity=85.71428571428572),1
पढ़ोगे,correct,medium,medium frequency in dataset (n=2),2
विलोने,incorrect,medium,possible typo of 'खिलोने' (similarity=83.33333333333334),1
यूपी,correct,high,found in reference vocabulary,3
छटपूजा,incorrect,medium,possible typo of 'पूजा' (similarity=80.0),1
ट्रैवल,correct,high,found in reference vocabulary,3
पहुंचेंगे,correct,medium,medium frequency in dataset (n=2),2
किराना,incorrect,medium,possible typo of 'करना' (similarity=80.0),1
जोकि,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पैकेट्स,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
बोलेंगे,correct,high,found in reference vocabulary,6
आरे,correct,medium,medium frequency in dataset (n=2),2
अन्दर,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
भी।,correct,medium,medium frequency in dataset (n=2),2
कस्टमर,correct,high,found in reference vocabulary,3
ब्लेम,correct,medium,medium frequency in dataset (n=2),2
पैकेट,correct,medium,medium frequency in dataset (n=2),2
निपटाना,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
ईवेन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
एग्री,correct,high,found in reference vocabulary,3
निकालने,correct,high,found in reference vocabulary,5
खरीदते,incorrect,medium,possible typo of 'खरीद' (similarity=80.0),1
पॉच,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जीरो,correct,high,found in reference vocabulary,3
जोरो,incorrect,medium,possible typo of 'जोर' (similarity=85.71428571428572),1
दूँगी,incorrect,medium,possible typo of 'दूँगा' (similarity=80.0),1
दीजिये,incorrect,medium,possible typo of 'दिये' (similarity=80.0),1
डिमांड,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
दूंगी,correct,high,found in reference vocabulary,3
डील,incorrect,medium,possible typo of 'डी' (similarity=80.0),1
बिक,incorrect,medium,possible typo of 'बि' (similarity=80.0),1
बदलना,correct,high,found in reference vocabulary,4
धैर्य,correct,medium,medium frequency in dataset (n=2),2
रूडली,correct,medium,medium frequency in dataset (n=2),2
रूड,correct,medium,medium frequency in dataset (n=2),2
हस,correct,high,found in reference vocabulary,5
कॉलम,incorrect,medium,possible typo of 'कॉल' (similarity=85.71428571428572),1
बरताव,incorrect,medium,possible typo of 'बता' (similarity=75.0),1
रिस्पेक्ट,correct,high,found in reference vocabulary,5
फुली,correct,medium,medium frequency in dataset (n=2),2
क्लियर,correct,high,found in reference vocabulary,6
दाम,correct,high,found in reference vocabulary,5
ग्राहक,correct,high,found in reference vocabulary,3
सीचुएशन,incorrect,medium,possible typo of 'सिचुएशन' (similarity=85.71428571428572),1
रुडली,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
परिस्थिति,correct,medium,medium frequency in dataset (n=2),2
स्तर,correct,high,found in reference vocabulary,5
मोलभाव,correct,high,found in reference vocabulary,4
खरीदारी,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
घाटा,correct,medium,medium frequency in dataset (n=2),2
मुनाफे,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
बेचें,incorrect,medium,possible typo of 'बेचे' (similarity=88.88888888888889),1
कस्टूमर,correct,medium,close match to 'कस्टमर' (similarity=92.3076923076923),1
हांलाकि,incorrect,medium,possible typo of 'हालांकि' (similarity=85.71428571428572),1
बाजार,correct,medium,medium frequency in dataset (n=2),2
एग्जाम्पल,correct,medium,medium frequency in dataset (n=2),2
कहकर,incorrect,medium,possible typo of 'करकर' (similarity=75.0),1
समस्या,correct,high,found in reference vocabulary,5
दुका,incorrect,medium,possible typo of 'दुकान' (similarity=88.88888888888889),1
पैकेजड़,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
आइटम,correct,medium,medium frequency in dataset (n=2),2
कंडीशन,incorrect,medium,possible typo of 'कंपटीशन' (similarity=76.92307692307692),1
संभव,correct,medium,medium frequency in dataset (n=2),2
समाधान,incorrect,medium,possible typo of 'समान' (similarity=80.0),1
तरी,incorrect,medium,possible typo of 'उतरी' (similarity=85.71428571428572),1
कनेक्टिविटी,incorrect,medium,possible typo of 'एक्टिविटी' (similarity=80.0),1
य,correct,medium,single character,1
रो,correct,high,found in reference vocabulary,13
जिद,incorrect,medium,possible typo of 'जि' (similarity=80.0),1
कंटिनयु,incorrect,low,no close match found in vocabulary (best=57.14285714285714),1
लक्ष,correct,high,found in reference vocabulary,6
प्रोत्साहन,incorrect,low,no close match found in vocabulary (best=63.1578947368421),1
डियल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
आईडल,incorrect,medium,possible typo of 'आइडल' (similarity=75.0),1
सोक्स,incorrect,medium,possible typo of 'सिक्स' (similarity=80.0),1
बनेंगे,correct,high,found in reference vocabulary,4
इंजीनियर,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
इस्तेमाल,correct,high,found in reference vocabulary,7
पड़ेंगे।,incorrect,medium,possible typo of 'पढ़ेंगे' (similarity=80.0),1
हैइन,incorrect,medium,possible typo of 'हैना' (similarity=75.0),1
ऊर्जा,correct,high,found in reference vocabulary,6
सोचेंगे,correct,high,found in reference vocabulary,3
उड़ते,incorrect,medium,possible typo of 'पड़ते' (similarity=80.0),1
किसान,correct,medium,medium frequency in dataset (n=2),2
लेत।,incorrect,medium,possible typo of 'लेता' (similarity=75.0),1
फ़सल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बोता,incorrect,medium,possible typo of 'बोलता' (similarity=88.88888888888889),1
खेत,incorrect,medium,possible typo of 'खेलता' (similarity=75.0),1
फर्टिलाइजर,incorrect,low,no close match found in vocabulary (best=55.55555555555556),1
डालता,correct,high,found in reference vocabulary,3
खाद,incorrect,medium,possible typo of 'खा' (similarity=80.0),1
पेदावार,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
गुणवता,incorrect,low,no close match found in vocabulary (best=60.0),1
रोऊंगा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
वर्षों,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
परिभाषा,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
बोर्ड,correct,medium,medium frequency in dataset (n=2),2
सीरियसली,incorrect,low,no close match found in vocabulary (best=63.1578947368421),1
एनलाइज,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पत्रों,correct,medium,medium frequency in dataset (n=2),2
सफलत,incorrect,medium,possible typo of 'सफलता' (similarity=88.88888888888889),1
सक्ति,incorrect,medium,possible typo of 'भक्ति' (similarity=80.0),1
पारिवारिक,correct,high,found in reference vocabulary,3
जनून,incorrect,medium,possible typo of 'जुनून' (similarity=88.88888888888889),1
जिज्ञासा,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
जिम्मेदारियां,correct,medium,medium frequency in dataset (n=2),2
बटाएंगे,incorrect,medium,possible typo of 'बनाएंगे' (similarity=85.71428571428572),1
कमाना,incorrect,medium,possible typo of 'माना' (similarity=88.88888888888889),1
बटा,incorrect,medium,possible typo of 'बेटा' (similarity=85.71428571428572),1
सकेंगे,incorrect,medium,possible typo of 'करेंगे' (similarity=83.33333333333334),1
निभा,incorrect,medium,possible typo of 'निभाई' (similarity=88.88888888888889),1
पाएंगे,correct,high,found in reference vocabulary,7
कमियों,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
छोटेछोटे,correct,high,found in reference vocabulary,4
सेलिब्रेट,incorrect,low,no close match found in vocabulary (best=62.5),1
विशाल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चुनेंगे,correct,medium,medium frequency in dataset (n=2),2
फौजी,correct,medium,medium frequency in dataset (n=2),2
पायलेट,correct,medium,medium frequency in dataset (n=2),2
डाक्टर,incorrect,medium,possible typo of 'डॉक्टर' (similarity=83.33333333333334),1
रक्षा,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
खड़ी,correct,high,found in reference vocabulary,10
व्यक्तियों,incorrect,medium,possible typo of 'व्यक्ति' (similarity=82.35294117647058),1
पॉइंट्स,incorrect,medium,possible typo of 'पॉइंट' (similarity=83.33333333333334),1
बार।,incorrect,medium,possible typo of 'बार' (similarity=85.71428571428572),1
मातापिता,correct,medium,medium frequency in dataset (n=2),2
बनना,correct,high,found in reference vocabulary,11
पहुँचना,incorrect,medium,possible typo of 'पहुँच' (similarity=83.33333333333334),1
समझते,correct,high,found in reference vocabulary,8
बचपना,incorrect,medium,possible typo of 'बचपन' (similarity=88.88888888888889),1
गुजरता,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
बदलता,incorrect,medium,possible typo of 'बदलना' (similarity=80.0),1
योजनाएं,incorrect,medium,possible typo of 'योजना' (similarity=83.33333333333334),1
धरी,correct,medium,medium frequency in dataset (n=2),2
प्रात,incorrect,medium,possible typo of 'प्राप्त' (similarity=83.33333333333334),1
उत्साहित,correct,high,found in reference vocabulary,3
प्रथम,correct,high,found in reference vocabulary,6
पर्याय,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
बल,correct,medium,medium frequency in dataset (n=2),2
प्राप्ति,correct,high,found in reference vocabulary,3
जागरुक,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कठनाईयों,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
सोचूं,incorrect,medium,possible typo of 'सोच' (similarity=75.0),1
दीवारों,correct,medium,medium frequency in dataset (n=2),2
आइटम्स,correct,medium,medium frequency in dataset (n=2),2
होम,correct,high,found in reference vocabulary,4
डेकोर,correct,high,found in reference vocabulary,3
नैचुरल,incorrect,low,no close match found in vocabulary (best=60.0),1
स्टिकर,correct,high,found in reference vocabulary,3
डाय,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
दिवालो,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
समानों,incorrect,medium,possible typo of 'समान' (similarity=80.0),1
अपुनाना,correct,medium,close match to 'अपनाना' (similarity=92.3076923076923),1
इंस्प्रेशन,correct,medium,close match to 'इंस्पिरेशन' (similarity=90.0),1
अश्रमान,incorrect,medium,possible typo of 'अरमान' (similarity=83.33333333333334),1
औजार,correct,high,found in reference vocabulary,3
गलतियों,correct,high,found in reference vocabulary,7
गिफ्ट,incorrect,medium,possible typo of 'शिफ्ट' (similarity=80.0),1
थो,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
गुलदस्ता,correct,high,found in reference vocabulary,6
बिल्कुलबिल्कुल,correct,medium,medium frequency in dataset (n=2),2
प्रशिक्षण,correct,medium,medium frequency in dataset (n=2),2
आरी,correct,medium,medium frequency in dataset (n=2),2
कबाड,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
जूगाढ,incorrect,low,no close match found in vocabulary (best=60.0),1
फूलों,correct,medium,medium frequency in dataset (n=2),2
